"DOY" "Depth" "Chl"
54 139.7 0.136
54 161.4 0.088
54 200.9 0.039
54 251.5 0.01
73 3.3 0.058
73 11.5 0.049
73 19.8 0.058
73 39 0.068
73 59.3 0.088
73 79.1 0.097
73 100.3 0.195
73 118.4 0.185
73 139.5 0.049
73 159.5 0.058
73 199.6 0
75 82.6 0.205
75 100.9 0.136
75 122.5 0.117
76 40.5 0.049
76 78.6 0.029
76 101.3 0.097
76 122.5 0.019
76 138.6 0.01
85 10.2 0.01
85 20.3 0.049
85 38.3 0.01
85 59.5 0.049
85 80.4 0.049
85 99.4 0.088
85 122.2 0.117
85 138.5 0.049
85 159.8 0.01
85 201.6 0
106 5.3 0.039
106 7.8 0.039
106 20.7 0.039
106 41.7 0.058
106 61.7 0.049
106 78.6 0.117
106 100.8 0.156
106 118.7 0.234
106 141.9 0.263
106 160.1 0.117
106 199.4 0.019
106 250.6 0.01
111 20.1 0.068
111 41.5 0.263
111 51.2 0.341
111 60.9 0.351
111 81.2 0.146
111 99.1 0.078
112 18.5 0.068
112 38.3 0.156
112 60 0.234
112 79.6 0.253
112 100 0.107
151 4.1 0.029
151 10.3 0.019
151 19.7 0.029
151 39.9 0.068
151 60.5 0.214
151 79.7 0.341
151 99.4 0.185
151 120.2 0.097
151 139.3 0.039
151 160 0.01
151 200.9 0
174 4.2 0.059
174 10.5 0.049
174 20.5 0.049
174 39.7 0.049
174 60.5 0.059
174 79.5 0.097
174 100.4 0.156
174 120.9 0.175
174 140.2 0.175
174 160 0.097
174 199.1 0.039
174 249.7 0
200 3.2 0.029
200 9 0.029
200 19.7 0.02
200 40.1 0.049
200 79.5 0.127
200 79.6 0.098
200 100.4 0.292
200 118.4 0.097
200 140 0.029
200 160.7 0.01
200 200 0
227 4 0.02
227 19.6 0.01
227 20 0.029
227 40.7 0.039
227 60.8 0.068
227 79.5 0.137
227 99.8 0.059
227 120.8 0.029
227 141.1 0.019
227 159.9 0.01
256 2.9 0.029
256 9.4 0.02
256 19.6 0.02
256 80.4 0.059
256 99.9 0.078
256 119.7 0.195
256 138.5 0.039
256 159.4 0.01
256 199.8 0
140 41.3 0.974
140 81.8 0.974
140 121 0.974
140 160.1 0.974
227 3.5 0.977
227 20.3 0.977
227 39.5 0.977
227 61.5 0.976
227 80 0.976
312 5.7 0.098
312 10.1 0.107
312 19.5 0.107
312 39.8 0.127
312 59.1 0.146
312 80.7 0.185
312 99.9 0.312
312 120 0.117
312 140.2 0.049
312 160.6 0.019
312 201 0
312 250.7 0
343 4.9 0.195
343 9.6 0.195
343 20.7 0.176
343 40.2 0.195
343 61 0.234
343 79 0.205
343 100.1 0.127
343 120.7 0.078
343 140.7 0.039
343 160 0.019
343 200.1 0
343 250.1 0
36 5 0.292
36 10 0.292
36 21.3 0.292
36 42 0.263
36 61.7 0.273
36 82.8 0.263
36 99.8 0.302
36 120.8 0.302
36 141.8 0.282
36 160.3 0.253
36 200.7 0.205
36 250.4 0.224
55 4.4 0.36
55 11.2 0.351
55 21.1 0.37
55 39.9 0.487
55 60.8 0.253
55 80.8 0.243
55 98.7 0.224
55 121 0.175
55 140.2 0.156
55 160.6 0.166
55 200.2 0.146
55 250.6 0.204
84 3.3 0.399
84 9.3 0.477
84 18.9 0.896
84 39.4 0.565
84 60.9 0.361
84 80.5 0.273
84 99.9 0.166
84 117.9 0.078
84 138.3 0.058
84 160.6 0.058
84 199.8 0.019
84 250.6 0.019
97 3.2 0.175
97 10.1 0.166
97 19.9 0.419
97 40.1 0.555
97 60.3 0.692
97 79.7 0.438
97 99.7 0.205
97 119.6 0.185
97 139.6 0.185
97 159.3 0.175
97 199.2 0.097
97 249.9 0.029
112 3.6 0.068
112 10.5 0.068
112 20.4 0.068
112 40.2 0.078
112 60.5 0.166
112 80 0.487
112 100.1 0.224
112 120.6 0.068
112 140 0.039
112 159.6 0.019
112 199.4 0
134 3.3 0.078
134 9.6 0.078
134 19.1 0.097
134 39.3 0.127
134 60.3 0.214
134 80.3 0.38
134 100.2 0.175
134 119.4 0.029
134 139.6 0.01
134 159.9 0.01
134 200.1 0
134 250.5 0
135 90.3 0.244
174 3.5 0.059
174 10.1 0.059
174 20.8 0.068
174 39.4 0.117
174 60.6 0.224
174 80.3 0.39
174 101.3 0.292
174 120.9 0.117
174 160.4 0.029
174 200.1 0
174 250.8 0
206 4.8 0.029
206 4.9 0.039
206 20.8 0.029
206 40.7 0.039
206 60.6 0.039
206 80.2 0.098
206 100.5 0.273
206 120.3 0.117
206 140.5 0.068
206 159.9 0.039
206 198.4 0.01
206 250.4 0
233 2.9 0.039
233 9.5 0.049
233 19.4 0.049
233 39.1 0.078
233 59.8 0.137
233 78.4 0.205
233 100.2 0.195
233 119.9 0.049
233 137.9 0.029
233 160.2 0.01
233 198.5 0
249 4.6 0.059
249 10.1 0.059
249 20.5 0.059
249 41.2 0.078
249 61.1 0.156
249 80.6 0.322
249 100.4 0.117
249 120.2 0.039
249 140.2 0.01
249 159.3 0
249 201.2 0
280 4.1 0.059
280 9.4 0.059
280 20.1 0.059
280 39.8 0.049
280 61 0.107
280 80.6 0.361
280 99.5 0.234
280 119.3 0.146
280 139.6 0.019
280 160.1 0
280 200.5 0.01
280 250.2 0
315 6.1 0.137
315 10 0.117
315 19.5 0.127
315 40 0.127
315 58.7 0.127
315 77.8 0.137
315 99.1 0.205
315 120.4 0.088
315 139.5 0.039
315 157.6 0.029
315 200.4 0
315 250.2 0
343 4.2 0.283
343 9.4 0.283
343 19.2 0.292
343 39.7 0.312
343 60.6 0.283
343 78.4 0.312
343 98.8 0.263
343 118.5 0.058
343 139.2 0.029
343 161.2 0.029
343 198.8 0
54 5.2 0.4
54 10.1 0.419
54 19.9 0.419
54 39.4 0.438
54 62.5 0.419
54 81.4 0.409
54 102 0.292
54 119.4 0.253
54 139.5 0.292
54 202.1 0.205
54 249.9 0.01
65 4.2 0.322
65 8.9 0.331
65 19.1 0.331
65 39.6 0.322
65 58.9 0.322
65 81.3 0.322
65 100.1 0.312
65 117.7 0.302
65 136.8 0.253
65 154.8 0.292
65 201.2 0.195
65 252.1 0.058
86 4.7 0.302
86 9.6 0.302
86 19.7 0.361
86 39.1 0.448
86 60 0.361
86 80.6 0.205
86 100.2 0.214
86 119.4 0.127
86 139.4 0.049
86 161.1 0.029
86 200.2 0.019
86 251.7 0.01
97 4.9 0.341
97 9.5 0.351
97 19.5 0.4
97 40.6 0.429
97 60.2 0.39
97 80.2 0.351
97 101.7 0.146
97 120.5 0.029
97 160.1 0.019
97 199.4 0.058
97 248.4 0.029
117 5.5 0.059
117 9.7 0.078
117 19.8 0.078
117 39.7 0.195
117 60.4 0.653
117 79.8 0.244
117 100 0.058
117 120.1 0.01
117 140 0.01
117 160.8 0.01
117 200.7 0.01
117 250.7 0.01
138 3.9 0.068
138 9.2 0.068
138 19.2 0.088
138 39.2 0.127
138 59.3 0.643
138 79 0.419
138 100.4 0.156
138 118.7 0.078
138 138.5 0.01
138 160.7 0.01
138 200.7 0.01
138 251.9 0
167 4.5 0.078
167 9.7 0.088
167 19.6 0.088
167 41 0.166
167 60.4 0.283
167 79.3 0.322
167 97.5 0.253
167 121.1 0.146
167 141.6 0.107
167 160.7 0.068
167 200.6 0.029
167 250.4 0
188 5.7 0.039
188 9.6 0.049
188 20 0.059
188 40.4 0.078
188 59.5 0.195
188 80.2 0.361
188 99.8 0.244
188 120.7 0.136
188 140.2 0.078
188 160.4 0.01
188 200.9 0.01
188 251.3 0
231 4.6 0.049
231 9.5 0.049
231 19.5 0.059
231 39.2 0.088
231 59.9 0.156
231 80.5 0.205
231 98.5 0.224
231 118.4 0.146
231 138.7 0.078
231 159.4 0.029
231 199.8 0
231 249.9 0
256 6.2 0.059
256 10.5 0.127
256 20.7 0.059
256 40.4 0.078
256 60.8 0.098
256 81 0.166
256 100.5 0.214
256 119.7 0.224
256 141.3 0.117
256 161.8 0.068
256 201.1 0.029
256 251 0
305 4.9 0.166
305 11.3 0.156
305 21.1 0.166
305 38.7 0.146
305 59.4 0.098
305 80.5 0.283
305 101.4 0.176
305 120.2 0.098
305 138.4 0.059
305 160.3 0.029
305 200.4 0
305 251.6 0
322 4.5 0.166
322 9.2 0.156
322 19.3 0.156
322 39.1 0.166
322 59.5 0.166
322 81.1 0.234
322 102.5 0.137
322 120.3 0.078
322 143 0.019
322 162.1 0.019
322 177 0.019
322 251.8 0.01
343 4.2 0.146
343 9.9 0.146
343 20 0.166
343 39.9 0.205
343 60.8 0.254
343 79 0.185
343 99.6 0.068
343 118.8 0.029
343 139.8 0.019
343 160.7 0.01
343 200.7 0
41 5.3 0.331
41 9.3 0.331
41 19.4 0.341
41 39.3 0.361
41 60 0.283
41 79.3 0.234
41 100.3 0.234
41 119.5 0.058
41 138.9 0.01
41 159.5 0.01
41 201.5 0
41 249.3 0
69 5.4 0.253
69 11.4 0.244
69 20.4 0.263
69 40.2 0.292
69 60.7 0.312
69 80.2 0.341
69 99.3 0.273
69 121.4 0.175
69 160.4 0.088
69 201.2 0.01
69 251.2 0
89 5.6 0.185
89 10.1 0.205
89 20.4 0.214
89 59.8 0.224
89 80.5 0.214
89 98.1 0.205
89 120.4 0.263
89 137.9 0.205
89 157.8 0.127
89 159.6 0.019
89 251.3 0
103 4.1 0.127
103 10.1 0.117
103 18.9 0.127
103 39.8 0.146
103 58.7 0.175
103 80.1 0.273
103 99.9 0.302
103 117.8 0.214
103 139.1 0.146
103 159.4 0.088
103 199.5 0.049
103 249.2 0
117 4.9 0.078
117 10.5 0.078
117 20.4 0.078
117 40.2 0.107
117 60.7 0.322
117 80.1 0.312
117 101.4 0.292
117 120.4 0.166
117 139.9 0.078
117 161 0.029
117 199.9 0.01
117 250.3 0
141 5.1 0.078
141 9.6 0.088
141 20.9 0.088
141 39.1 0.146
141 58.7 0.273
141 78.6 0.458
141 100.9 0.273
141 119.1 0.078
141 139.7 0.029
141 160 0.01
141 200.3 0
141 250.5 0
171 4.3 0.059
171 11.4 0.068
171 21 0.078
171 41.1 0.098
171 59.2 0.146
171 79.4 0.214
171 100.5 0.37
171 119.3 0.146
171 138.8 0.049
171 159.4 0.019
171 199.3 0.01
171 249.2 0
195 4.3 0.049
195 9.5 0.039
195 19.8 0.049
195 39.4 0.078
195 58.3 0.156
195 79.9 0.41
195 120.3 0.049
195 140.2 0.01
195 159.9 0.029
195 200.2 0.01
195 250.3 0
234 5 0.147
234 9.9 0.059
234 20.1 0.059
234 39.8 0.078
234 59.6 0.176
234 80.8 0.254
234 99.9 0.244
234 119.5 0.137
234 139.7 0.078
234 161.2 0.039
234 200.9 0.01
257 5.4 0.078
257 9.7 0.078
257 19.9 0.088
257 40.4 0.088
257 60.4 0.127
257 79.4 0.205
257 101 0.263
257 120.7 0.175
257 139.6 0.097
257 162.4 0.058
257 199 0.019
257 251.4 0
294 4.6 0.068
294 10.1 0.068
294 19.9 0.068
294 39.4 0.068
294 61.4 0.156
294 80.5 0.254
294 100 0.195
294 120.3 0.146
294 139.9 0.098
294 160.1 0.058
294 200.8 0.01
320 6 0.176
320 10.9 0.195
320 20.2 0.185
320 38.2 0.264
320 60.4 0.224
320 81.2 0.068
320 99.3 0.049
320 119 0.01
320 140.8 0.029
320 160.2 0.01
320 200.9 0
320 249.4 0
347 5.5 0.137
347 9.6 0.117
347 20.5 0.137
347 39.6 0.283
347 59.8 0.254
347 81.3 0.195
347 100.2 0.088
347 120.1 0.049
347 140 0.01
23 6.1 0.254
23 10.6 0.273
23 57.3 0.273
23 79.2 0.283
23 100.2 0.273
23 121 0.107
23 139.7 0.019
23 160 0.01
44 5.7 0.273
44 11 0.273
44 19.7 0.322
44 59.7 0.37
44 80.2 0.263
44 100.4 0.283
44 119.9 0.253
44 138.9 0.244
44 159.9 0.029
44 198.2 0.01
57 6.4 0.214
57 9.4 0.322
57 20.6 0.322
57 39.6 0.351
57 59.7 0.351
57 80.8 0.283
57 99.1 0.273
57 118.7 0.224
57 140.1 0.214
57 160.8 0.175
57 200.2 0.019
72 4.3 0.409
72 9.8 0.477
72 19.7 0.409
72 41 0.38
72 59.4 0.195
72 79.2 0.195
72 99.7 0.127
72 117.6 0.019
72 141.7 0
72 160.2 0
72 200.1 0
72 250.2 0
86 5.3 0.916
86 8.7 0.809
86 20.1 1.101
86 41.4 0.546
86 57.8 0.78
86 81.3 0.565
86 99.7 0.497
86 115.4 0.497
86 143 0.097
86 160.4 0.058
86 197.3 0.019
98 5.4 0.283
98 8.8 0.117
98 19.3 0.273
98 59.8 0.322
98 79.7 0.302
98 99 0.312
98 121.5 0.097
98 143.2 0.049
98 160.9 0.019
98 199 0.01
114 6.2 0.039
114 10.3 0.059
114 20.1 0.059
114 40 0.059
114 59.7 0.097
114 78.1 0.292
114 100.7 0.244
114 119 0.078
114 139.2 0.156
114 160.3 0.029
114 200.3 0.01
136 3.9 0.029
136 9.8 0.039
136 20.1 0.039
136 40.9 0.049
136 58.5 0.097
136 78.4 0.38
136 99.5 0.166
136 119.1 0.068
136 141.2 0.019
136 160.9 0.01
136 199.3 0
136 250.8 0
167 4.7 0.049
167 9.2 0.049
167 19.6 0.049
167 39.9 0.049
167 60.8 0.117
167 80.3 0.195
167 100 0.351
167 119 0.136
167 139.9 0.117
167 160 0.039
167 198.7 0
187 4.3 0.029
187 10.3 0.039
187 20.7 0.039
187 39.1 0.049
187 59.2 0.088
187 99.5 0.312
187 119.1 0.185
187 140 0.088
187 157.8 0.049
187 199.8 0.01
215 3.1 0.039
215 10.5 0.039
215 19 0.049
215 59.4 0.059
215 80.6 0.107
215 99.8 0.098
215 120.2 0.185
215 140.5 0.185
215 160.5 0.127
215 199 0.049
215 251.1 0.01
261 3.2 0.059
261 10.6 0.059
261 20.6 0.059
261 40.7 0.059
261 60.5 0.166
261 80 0.205
261 100.5 0.224
261 120.6 0.156
261 138.7 0.058
261 161.7 0.039
261 200.6 0.01
261 250.2 0
293 3.2 0.059
293 9.5 0.059
293 19.6 0.059
293 40 0.078
293 59.9 0.137
293 81.6 0.302
293 99.7 0.029
293 119.9 0.107
293 140.7 0.01
293 161.4 0
293 200.9 0
293 251.5 0
319 3.9 0.117
319 9.8 0.117
319 20.3 0.117
319 38.2 0.127
319 58.7 0.166
319 79.1 0.292
319 101.1 0.136
319 121.1 0.049
319 140.3 0.01
319 160.1 0
319 201.1 0
344 2.1 0.107
344 10.6 0.117
344 20.4 0.107
344 60 0.127
344 80.1 0.137
344 101 0.156
344 120.3 0.214
344 140.2 0.117
344 160.6 0.068
344 202.2 0.029
344 252.9 0
344 251.4 0
65 10 0.074
65 60 0.093
65 100 0.12
65 140 0.027
65 200 0.004
66 4.5 0.215
66 19.5 0.332
66 39.5 0.439
66 80.4 0.234
66 120.7 0.02
66 160.8 0.176
102 4.8 0.039
102 9.8 0.068
102 20.8 0.107
102 39 0.127
102 60.3 0.166
102 80 0.331
102 100.2 0.283
102 119.9 0.185
102 141 0.107
102 160.7 0.039
102 201 0.029
102 252.5 0.019
120 3.8 0.088
120 11.3 0.088
120 21.2 0.088
120 37.8 0.088
120 60.7 0.098
120 80 0.136
120 99.6 0.292
120 119.6 0.185
120 140 0.097
120 159.9 0.039
120 249.7 0.01
120 249.8 0.01
164 1.7 0.088
164 10.2 0.059
164 20.1 0.059
164 39.9 0.02
164 59.5 0.185
164 79.6 0.439
164 99 0.254
164 120.2 0.127
164 139.7 0.029
164 160.7 0.01
192 3.9 0.098
192 10 0.059
192 20.8 0.049
192 40.6 0.059
192 59.5 0.107
192 79.8 0.234
192 99.9 0.419
192 120.2 0.146
192 141.1 0.068
192 200.8 0.019
192 251 0
234 3 0.068
234 9.4 0.049
234 19.1 0.068
234 39.1 0.059
234 59.2 0.098
234 79.2 0.185
234 99.5 0.293
234 119.5 0.263
234 140.7 0.195
234 160.4 0.137
234 200.3 0.019
234 251.8 0
257 3.7 0.039
257 10 0.039
257 19.3 0.039
257 39.9 0.068
257 60.1 0.088
257 79 0.146
257 99.5 0.215
257 120 0.263
257 141 0.137
257 159.9 0.049
257 200 0.01
257 251.7 0
302 3.8 0.098
302 9.9 0.098
302 19.3 0.088
302 58.7 0.176
302 78.6 0.254
302 108.8 0.137
302 119.8 0.097
302 140.8 0.058
302 158.3 0.029
302 199.3 0.01
302 249.2 0
325 10.2 0.156
325 39.8 0.156
325 61 0.156
325 100.8 0.293
325 120.6 0.195
325 141.4 0.136
325 160.6 0.097
325 200.4 0.039
325 252.4 0
345 4.3 0.137
345 9.8 0.137
345 18.8 0.137
345 39.6 0.146
345 57.5 0.146
345 80.4 0.176
345 100.4 0.263
345 117.3 0.166
345 140.5 0.088
345 159.3 0.049
345 198.3 0.029
345 249.7 0.01
35 3.9 0.263
35 9.6 0.263
35 19.1 0.283
35 40 0.263
35 59.3 0.244
35 79.4 0.253
35 119.6 0.244
35 141.1 0.117
35 159.3 0.068
35 199.7 0.039
35 251.2 0.01
51 4.7 0.37
51 9.8 0.331
51 19 0.312
51 41.5 0.361
51 60 0.409
51 80.4 0.351
51 100.5 0.302
51 120.4 0.185
51 139.5 0.166
51 160.8 0.175
51 198.2 0.136
51 251.5 0.01
72 5.6 0.263
72 9.9 0.234
72 19.9 0.234
72 40.8 0.273
72 59.4 0.253
72 84.5 0.273
72 101 0.283
72 120.3 0.195
72 139.1 0.224
72 161.5 0.068
72 203.5 0.01
99 2.7 0.068
99 10.2 0.059
99 20.2 0.059
99 40.1 0.098
99 60.2 0.136
99 80.5 0.331
99 101 0.263
99 120.7 0.127
99 140.4 0.029
99 159.4 0.029
99 201.1 0
99 251.4 0
114 5.7 0.039
114 10.9 0.049
114 20.6 0.049
114 40.5 0.059
114 61.5 0.088
114 80 0.078
114 100.3 0.195
114 119.8 0.312
114 140 0.292
114 158.4 0.166
114 201.3 0.029
114 251.2 0
133 5.3 0.059
133 10.5 0.059
133 19.8 0.059
133 40.1 0.068
133 60 0.107
133 80 0.302
133 100.1 0.312
133 119.9 0.107
133 140.3 0.058
133 159.8 0.019
133 199.6 0
147 5.2 0.078
147 10.4 0.088
147 19.7 0.098
147 42.4 0.468
147 61.2 0.741
147 80.7 0.39
147 100.2 0.253
147 119.7 0.107
147 139.4 0.097
147 162.1 0.029
147 201.6 0.01
147 252.4 0
175 3.3 0.02
175 10.2 0.02
175 20.3 0.029
175 40.3 0.039
175 60.4 0.068
175 80.8 0.137
175 98.9 0.293
175 119.8 0.166
175 139.7 0.078
175 160.3 0.01
175 200.2 0
198 5 0.039
198 9.3 0.029
198 20.8 0.039
198 40.2 0.039
198 62.4 0.088
198 80 0.166
198 100.7 0.185
198 120.6 0.137
198 140.6 0.068
198 159.4 0.029
198 201.1 0
232 3.3 0.049
232 11.1 0.049
232 20.2 0.049
232 39.7 0.098
232 60.9 0.146
232 80.2 0.273
232 100.4 0.185
232 120 0.107
232 140.5 0.068
232 161.8 0.039
232 200.9 0.019
256 4.4 0.029
256 10.8 0.029
256 21.1 0.039
256 41.1 0.068
256 60.6 0.088
256 81 0.107
256 100.4 0.156
256 121.1 0.01
256 141.1 0.039
256 160.9 0
316 3.2 0.039
316 21.1 0.039
316 39.5 0.059
316 80 0.205
316 98.3 0.078
316 119.5 0.029
316 148.7 0.01
333 5.3 0.068
333 10.9 0.068
333 20.8 0.068
333 40.9 0.107
333 60.8 0.127
333 81.9 0.088
333 100 0.049
333 120.7 0.029
333 139.3 0.01
333 160.9 0.01
347 3.5 0.059
347 9.9 0.059
347 19.6 0.068
347 40.5 0.068
347 60.5 0.078
347 78.6 0.059
347 101.7 0.127
347 118 0.068
347 144.1 0.029
347 164.7 0.01
347 197.4 0.01
347 250.2 0
69 5.9 0.107
69 10.1 0.107
69 20.7 0.107
69 39.4 0.136
69 60.7 0.166
69 80.9 0.185
69 103 0.214
69 119.9 0.185
69 143.2 0.078
69 159.8 0.029
69 201.9 0
84 4.3 0.098
84 10 0.097
84 19.6 0.097
84 40.1 0.156
84 60 0.146
84 80 0.292
84 100.3 0.156
84 118.1 0.107
84 139.6 0.068
84 162.8 0.058
84 198.8 0.019
84 250.9 0
95 6 0.078
95 11.2 0.01
95 20.2 0.039
95 41 0.088
95 57.9 0.117
95 79.5 0.156
95 99.6 0.176
95 118.1 0.146
95 139.5 0.097
95 161.6 0.078
95 204.1 0.078
95 248.4 0.039
107 5.1 0.059
107 9.4 0.059
107 20.7 0.049
107 39.2 0.058
107 58.4 0.068
107 80.6 0.127
107 98.4 0.156
107 119.8 0.361
107 138.7 0.37
107 159.7 0.166
107 199.2 0.019
107 254.3 0
126 5.1 0.078
126 9.8 0.078
126 20.3 0.059
126 39.7 0.088
126 59.8 0.127
126 79.2 0.195
126 99.2 0.39
126 121.3 0.332
126 140 0.224
126 158.6 0.049
126 199.8 0.01
126 251 0.078
167 3.6 0.02
167 10.5 0.029
167 19 0.02
167 40.2 0.029
167 60.6 0.039
167 79.4 0.059
167 99 0.098
167 119.9 0.176
167 140.7 0.215
167 159.8 0.068
167 201.1 0.01
205 3.6 0.039
205 10.1 0.02
205 20.2 0.039
205 40 0.049
205 60.4 0.078
205 79.5 0.107
205 99.6 0.185
205 119.9 0.293
205 140.2 0.273
205 160 0.117
205 201.2 0.039
205 250.7 0
232 4.2 0.029
232 10 0.029
232 19.6 0.029
232 39.9 0.059
232 60 0.078
232 79.7 0.127
232 100.8 0.283
232 120.8 0.254
232 141.2 0.098
232 160.7 0.039
232 201.5 0.01
232 253.1 0
234 90.6 0.927
265 4.7 0.039
265 8.7 0.039
265 19.9 0.039
265 39.9 0.049
265 59.9 0.078
265 79.2 0.117
265 100.1 0.176
265 120.4 0.234
265 140.5 0.322
265 162.2 0.088
265 199.7 0.01
265 252.9 0
293 4.2 0.068
293 8.8 0.068
293 20.3 0.078
293 40 0.078
293 63.4 0.107
293 78.8 0.205
293 99.1 0.507
293 119.7 0.146
293 142.8 0.137
293 158.6 0.068
293 201.2 0.01
293 248.2 0
325 4.6 0.098
325 9.5 0.098
325 20.2 0.098
325 40.3 0.098
325 59.3 0.127
325 80.6 0.127
325 101.2 0.302
325 120.3 0.156
325 140.8 0.078
325 159.5 0.039
325 200.9 0.01
325 251 0
349 4.5 0.107
349 9.9 0.127
349 20.2 0.117
349 39.9 0.137
349 59.4 0.146
349 80.6 0.127
349 100.4 0.146
349 120.3 0.166
349 141.1 0.088
349 160.4 0.019
349 201.9 0
