Vessel,Cruise_type,Cruise_num,Cast_type,Cast,Bottle_number,Date,ID,decy,Latitude,Longitude,Depth,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16_Chl,p17_Phae,p18,p19,p20,p21,yyyymmdd,time
R/V Weatherbird II,BATS Core,114,CTD cast,2,8,1998-03-12,1011400208,1998.19344,31.67,-64.133,40,4,293,78,1,31,9,109,10,27,0,0,11,5,319,18,0.355,0.062,-999,-999,-999,-999,19980312,1433
R/V Weatherbird II,BATS Core,114,CTD cast,2,10,1998-03-12,1011400210,1998.19344,31.67,-64.133,59.7,4,240,66,2,30,6,73,7,14,0,0,17,11,268,17,0.298,0.073,-999,-999,-999,-999,19980312,1433
R/V Weatherbird II,BATS Core,114,CTD cast,2,12,1998-03-12,1011400212,1998.19344,31.67,-64.133,79.9,2,75,26,1,18,4,38,2,9,0,0,9,9,136,8,0.141,0.016,-999,-999,-999,-999,19980312,1433
R/V Weatherbird II,BATS Core,114,CTD cast,2,14,1998-03-12,1011400214,1998.19344,31.67,-64.133,100.3,1,99,22,1,17,4,39,3,7,0,0,8,10,128,7,0.132,0.035,-999,-999,-999,-999,19980312,1433
R/V Weatherbird II,BATS Core,114,CTD cast,2,16,1998-03-12,1011400216,1998.19344,31.67,-64.133,118.6,2,176,25,0,21,7,44,3,6,0,0,13,3,141,7,0.137,0.047,-999,-999,-999,-999,19980312,1433
R/V Weatherbird II,BATS Core,114,CTD cast,2,18,1998-03-12,1011400218,1998.19344,31.67,-64.133,139.3,1,60,7,0,9,2,14,0,1,0,0,3,3,39,3,0.052,0.033,-999,-999,-999,-999,19980312,1433
R/V Weatherbird II,BATS Core,114,CTD cast,2,20,1998-03-12,1011400220,1998.19344,31.67,-64.133,158.9,1,57,10,1,9,4,17,1,2,0,0,4,2,50,3,0.062,0.032,-999,-999,-999,-999,19980312,1433
R/V Weatherbird II,BATS Core,114,CTD cast,2,22,1998-03-12,1011400222,1998.19344,31.67,-64.133,197.5,0,52,3,0,5,2,12,0,1,0,0,2,2,27,2,0.048,0.009,-999,-999,-999,-999,19980312,1433
R/V Weatherbird II,BATS Core,114,CTD cast,2,24,1998-03-12,1011400224,1998.19344,31.67,-64.133,253,0,0,0,0,1,1,3,0,0,0,0,0,8,5,1,0.013,0.017,-999,-999,-999,-999,19980312,1433
R/V Weatherbird II,BATS Bloom A,114,CTD cast,2,2,1998-03-25,2011400202,1998.2292,31.709,-64.125,3.1,1,0,17,1,9,4,26,2,36,0,0,3,3,157,16,0.137,0.018,-999,-999,-999,-999,19980325,1546
R/V Weatherbird II,BATS Bloom A,114,CTD cast,2,4,1998-03-25,2011400204,1998.2292,31.709,-64.125,10,1,0,15,1,9,4,25,2,34,0,0,4,3,155,16,0.132,0.023,-999,-999,-999,-999,19980325,1546
R/V Weatherbird II,BATS Bloom A,114,CTD cast,2,6,1998-03-25,2011400206,1998.2292,31.709,-64.125,20.2,1,59,16,0,10,3,26,1,35,0,0,3,3,154,17,0.127,0.023,-999,-999,-999,-999,19980325,1546
R/V Weatherbird II,BATS Bloom A,114,CTD cast,2,8,1998-03-25,2011400208,1998.2292,31.709,-64.125,40.6,1,0,23,2,14,4,38,3,34,0,0,5,6,196,18,0.155,0.037,-999,-999,-999,-999,19980325,1546
R/V Weatherbird II,BATS Bloom A,114,CTD cast,2,10,1998-03-25,2011400210,1998.2292,31.709,-64.125,60.1,1,95,39,2,22,5,70,6,25,0,0,8,9,246,19,0.213,0.073,-999,-999,-999,-999,19980325,1546
R/V Weatherbird II,BATS Bloom A,114,CTD cast,2,12,1998-03-25,2011400212,1998.2292,31.709,-64.125,80.2,1,86,23,2,18,5,52,4,15,0,0,6,9,171,12,0.146,0.037,-999,-999,-999,-999,19980325,1546
R/V Weatherbird II,BATS Bloom A,114,CTD cast,2,14,1998-03-25,2011400214,1998.2292,31.709,-64.125,99.1,2,135,31,1,26,10,44,3,4,0,0,10,6,138,6,0.151,0.021,-999,-999,-999,-999,19980325,1546
R/V Weatherbird II,BATS Bloom A,114,CTD cast,2,16,1998-03-25,2011400216,1998.2292,31.709,-64.125,120.2,1,0,14,0,12,3,20,1,1,0,0,3,1,52,2,0.054,0.018,-999,-999,-999,-999,19980325,1546
R/V Weatherbird II,BATS Bloom A,114,CTD cast,2,18,1998-03-25,2011400218,1998.2292,31.709,-64.125,140.4,0,0,6,1,8,3,16,0,1,0,0,2,1,42,2,0.058,0.029,-999,-999,-999,-999,19980325,1546
R/V Weatherbird II,BATS Bloom A,114,CTD cast,2,20,1998-03-25,2011400220,1998.2292,31.709,-64.125,161.5,1,0,11,0,8,3,20,1,2,0,0,2,1,51,2,0.059,0.02,-999,-999,-999,-999,19980325,1546
R/V Weatherbird II,BATS Bloom A,114,CTD cast,2,22,1998-03-25,2011400222,1998.2292,31.709,-64.125,199.3,1,0,13,0,8,4,22,1,2,0,0,2,4,56,2,0.102,0.012,-999,-999,-999,-999,19980325,1546
R/V Weatherbird II,BATS Bloom A,114,CTD cast,2,24,1998-03-25,2011400224,1998.2292,31.709,-64.125,250.3,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0.007,0.008,-999,-999,-999,-999,19980325,1546
R/V Weatherbird II,BATS Core,115,CTD cast,2,2,1998-04-07,1011500202,1998.26475,31.696,-64.127,2.8,4,67,35,2,18,11,44,1,23,0,0,3,4,126,12,0.146,0.021,-999,-999,-999,-999,19980407,1510
R/V Weatherbird II,BATS Core,115,CTD cast,2,4,1998-04-07,1011500204,1998.26475,31.696,-64.127,10.6,3,31,27,2,19,10,44,1,22,0,0,2,6,130,11,0.159,0.015,-999,-999,-999,-999,19980407,1510
R/V Weatherbird II,BATS Core,115,CTD cast,2,6,1998-04-07,1011500206,1998.26475,31.696,-64.127,20.4,2,33,28,1,19,10,44,1,23,0,0,2,5,129,11,0.151,0.025,-999,-999,-999,-999,19980407,1510
R/V Weatherbird II,BATS Core,115,CTD cast,2,8,1998-04-07,1011500208,1998.26475,31.696,-64.127,40.7,4,0,41,1,21,11,49,2,24,0,0,2,5,140,11,0.164,0.02,-999,-999,-999,-999,19980407,1510
R/V Weatherbird II,BATS Core,115,CTD cast,2,10,1998-04-07,1011500210,1998.26475,31.696,-64.127,60.4,3,0,33,1,21,11,50,2,22,0,0,2,6,136,11,0.155,0.025,-999,-999,-999,-999,19980407,1510
R/V Weatherbird II,BATS Core,115,CTD cast,2,12,1998-04-07,1011500212,1998.26475,31.696,-64.127,80.4,4,129,43,1,25,11,73,4,18,0,0,3,7,156,14,0.241,0.026,-999,-999,-999,-999,19980407,1510
R/V Weatherbird II,BATS Core,115,CTD cast,2,14,1998-04-07,1011500214,1998.26475,31.696,-64.127,100.2,4,0,21,0,22,10,35,1,3,0,0,5,8,94,6,0.1,0.035,-999,-999,-999,-999,19980407,1510
R/V Weatherbird II,BATS Core,115,CTD cast,2,16,1998-04-07,1011500216,1998.26475,31.696,-64.127,120.6,1,21,9,0,11,3,16,0,1,0,0,1,6,40,2,0.054,0.027,-999,-999,-999,-999,19980407,1510
R/V Weatherbird II,BATS Core,115,CTD cast,2,18,1998-04-07,1011500218,1998.26475,31.696,-64.127,140.4,1,0,5,0,5,2,8,0,0,0,0,0,5,19,2,0.029,0.017,-999,-999,-999,-999,19980407,1510
R/V Weatherbird II,BATS Core,115,CTD cast,2,20,1998-04-07,1011500220,1998.26475,31.696,-64.127,159.6,1,0,4,0,3,3,7,0,0,0,0,0,7,17,0,0.018,0.024,-999,-999,-999,-999,19980407,1510
R/V Weatherbird II,BATS Core,115,CTD cast,2,22,1998-04-07,1011500222,1998.26475,31.696,-64.127,200.4,0,0,3,0,1,0,3,0,0,0,0,0,4,5,0,0.009,0.012,-999,-999,-999,-999,19980407,1510
R/V Weatherbird II,BATS Bloom A,115,CTD cast,1,2,1998-04-17,2011500102,1998.29154,31.667,-64.164,3.5,1,61,11,1,6,3,15,0,18,0,0,1,1,51,5,0.068,0.009,-999,-999,-999,-999,19980417,955
R/V Weatherbird II,BATS Bloom A,115,CTD cast,1,4,1998-04-17,2011500104,1998.29154,31.667,-64.164,9.3,1,9,9,1,7,3,16,0,17,0,0,1,6,44,5,0.068,0.007,-999,-999,-999,-999,19980417,955
R/V Weatherbird II,BATS Bloom A,115,CTD cast,1,6,1998-04-17,2011500106,1998.29154,31.667,-64.164,20,1,22,9,1,5,3,15,0,17,0,0,1,4,42,5,0.068,0.001,-999,-999,-999,-999,19980417,955
R/V Weatherbird II,BATS Bloom A,115,CTD cast,1,8,1998-04-17,2011500108,1998.29154,31.667,-64.164,40.8,1,0,12,1,6,3,17,0,17,0,0,0,4,47,5,0.064,0.011,-999,-999,-999,-999,19980417,955
R/V Weatherbird II,BATS Bloom A,115,CTD cast,1,10,1998-04-17,2011500110,1998.29154,31.667,-64.164,60.4,2,96,17,1,11,5,27,1,24,1,0,2,2,84,10,0.119,0.016,-999,-999,-999,-999,19980417,955
R/V Weatherbird II,BATS Bloom A,115,CTD cast,1,12,1998-04-17,2011500112,1998.29154,31.667,-64.164,79.8,5,103,39,1,21,7,57,3,26,1,0,4,8,193,22,0.227,0.094,-999,-999,-999,-999,19980417,955
R/V Weatherbird II,BATS Bloom A,115,CTD cast,1,14,1998-04-17,2011500114,1998.29154,31.667,-64.164,99.5,4,103,36,2,22,8,50,3,14,0,0,5,10,151,14,0.164,0.067,-999,-999,-999,-999,19980417,955
R/V Weatherbird II,BATS Bloom A,115,CTD cast,1,16,1998-04-17,2011500116,1998.29154,31.667,-64.164,120.6,5,94,36,2,22,7,43,3,14,1,1,3,26,150,16,0.155,0.084,-999,-999,-999,-999,19980417,955
R/V Weatherbird II,BATS Bloom A,115,CTD cast,1,18,1998-04-17,2011500118,1998.29154,31.667,-64.164,140.4,5,176,28,1,23,4,25,1,8,0,1,3,17,93,10,0.095,0.067,-999,-999,-999,-999,19980417,955
R/V Weatherbird II,BATS Bloom A,115,CTD cast,1,20,1998-04-17,2011500120,1998.29154,31.667,-64.164,160.4,1,28,8,0,12,4,13,0,1,0,0,1,7,34,2,0.053,0.033,-999,-999,-999,-999,19980417,955
R/V Weatherbird II,BATS Bloom A,115,CTD cast,1,22,1998-04-17,2011500122,1998.29154,31.667,-64.164,199.3,1,10,2,0,2,2,5,0,0,0,0,0,5,9,1,0.011,0.027,-999,-999,-999,-999,19980417,955
R/V Weatherbird II,BATS Bloom A,115,CTD cast,1,24,1998-04-17,2011500124,1998.29154,31.667,-64.164,249.6,0,0,1,0,0,0,1,0,0,0,0,0,4,1,0,0.005,0.007,-999,-999,-999,-999,19980417,955
R/V Weatherbird II,BATS Core,116,CTD cast,1,2,1998-05-05,1011600102,1998.3415,31.681,-64.173,2.5,1,0,10,1,6,3,18,0,7,0,0,1,1,58,4,0.086,0,-999,-999,-999,-999,19980505,1533
R/V Weatherbird II,BATS Core,116,CTD cast,1,4,1998-05-05,1011600104,1998.3415,31.681,-64.173,10,1,0,14,1,6,4,19,0,7,0,0,1,2,58,3,0.087,0,-999,-999,-999,-999,19980505,1533
R/V Weatherbird II,BATS Core,116,CTD cast,1,6,1998-05-05,1011600106,1998.3415,31.681,-64.173,20.1,0,0,11,1,6,4,19,0,7,0,0,1,1,56,3,0.068,0,-999,-999,-999,-999,19980505,1533
R/V Weatherbird II,BATS Core,116,CTD cast,1,8,1998-05-05,1011600108,1998.3415,31.681,-64.173,39.8,2,0,16,2,9,5,24,1,10,0,0,1,2,74,5,0.087,0,-999,-999,-999,-999,19980505,1533
R/V Weatherbird II,BATS Core,116,CTD cast,1,10,1998-05-05,1011600110,1998.3415,31.681,-64.173,60.1,3,0,33,3,17,7,41,2,19,0,0,3,6,128,9,0.127,0.019,-999,-999,-999,-999,19980505,1533
R/V Weatherbird II,BATS Core,116,CTD cast,1,12,1998-05-05,1011600112,1998.3415,31.681,-64.173,80.9,8,0,46,8,23,9,70,4,34,0,0,12,15,251,21,0.284,0.024,-999,-999,-999,-999,19980505,1533
R/V Weatherbird II,BATS Core,116,CTD cast,1,14,1998-05-05,1011600114,1998.3415,31.681,-64.173,101.2,8,0,74,2,55,15,51,4,25,0,0,7,125,314,35,0.241,0.185,-999,-999,-999,-999,19980505,1533
R/V Weatherbird II,BATS Core,116,CTD cast,1,16,1998-05-05,1011600116,1998.3415,31.681,-64.173,120.2,4,0,20,1,33,5,23,0,3,0,0,3,19,85,5,0.082,0.024,-999,-999,-999,-999,19980505,1533
R/V Weatherbird II,BATS Core,116,CTD cast,1,18,1998-05-05,1011600118,1998.3415,31.681,-64.173,139,1,0,2,0,8,2,8,0,0,0,0,1,1,18,0,0.029,0.013,-999,-999,-999,-999,19980505,1533
R/V Weatherbird II,BATS Core,116,CTD cast,1,20,1998-05-05,1011600120,1998.3415,31.681,-64.173,161.1,0,0,2,0,5,1,5,0,0,0,0,0,3,14,0,0.022,0.007,-999,-999,-999,-999,19980505,1533
R/V Weatherbird II,BATS Core,116,CTD cast,1,22,1998-05-05,1011600122,1998.3415,31.681,-64.173,200.3,0,0,0,0,1,0,2,0,0,0,0,0,3,3,0,0.011,0.006,-999,-999,-999,-999,19980505,1533
R/V Weatherbird II,BATS Core,116,CTD cast,1,24,1998-05-05,1011600124,1998.3415,31.681,-64.173,250.7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.001,0.004,-999,-999,-999,-999,19980505,1533
R/V Weatherbird II,BATS Core,117,CTD cast,1,2,1998-06-02,1011700102,1998.4181,31.661,-64.114,3,2,28,17,3,8,6,22,0,6,0,0,1,2,65,4,0.082,0,-999,-999,-999,-999,19980602,1434
R/V Weatherbird II,BATS Core,117,CTD cast,1,4,1998-06-02,1011700104,1998.4181,31.661,-64.114,8.7,2,0,17,1,6,5,21,0,6,0,0,1,3,62,4,0.078,0,-999,-999,-999,-999,19980602,1434
R/V Weatherbird II,BATS Core,117,CTD cast,1,6,1998-06-02,1011700106,1998.4181,31.661,-64.114,18.7,1,19,15,2,8,5,24,0,6,0,0,1,2,68,6,0.087,0,-999,-999,-999,-999,19980602,1434
R/V Weatherbird II,BATS Core,117,CTD cast,1,8,1998-06-02,1011700108,1998.4181,31.661,-64.114,36.9,1,0,18,2,11,5,25,1,7,0,0,2,3,73,4,0.091,0,-999,-999,-999,-999,19980602,1434
R/V Weatherbird II,BATS Core,117,CTD cast,1,10,1998-06-02,1011700110,1998.4181,31.661,-64.114,60.1,2,0,21,2,17,6,40,1,16,0,0,3,8,115,7,0.114,0.011,-999,-999,-999,-999,19980602,1434
R/V Weatherbird II,BATS Core,117,CTD cast,1,12,1998-06-02,1011700112,1998.4181,31.661,-64.114,79.2,14,0,109,9,46,15,168,14,36,0,0,17,45,411,26,0.412,0.1,-999,-999,-999,-999,19980602,1434
R/V Weatherbird II,BATS Core,117,CTD cast,1,14,1998-06-02,1011700114,1998.4181,31.661,-64.114,99.5,8,52,50,1,50,13,70,3,15,0,0,2,84,236,21,0.212,0.117,-999,-999,-999,-999,19980602,1434
R/V Weatherbird II,BATS Core,117,CTD cast,1,16,1998-06-02,1011700116,1998.4181,31.661,-64.114,119.2,9,0,39,2,50,10,48,2,10,0,0,2,62,174,16,0.127,0.078,-999,-999,-999,-999,19980602,1434
R/V Weatherbird II,BATS Core,117,CTD cast,1,18,1998-06-02,1011700118,1998.4181,31.661,-64.114,140,4,0,17,1,21,4,20,1,2,0,0,1,13,56,3,0.073,0.017,-999,-999,-999,-999,19980602,1434
R/V Weatherbird II,BATS Core,117,CTD cast,1,20,1998-06-02,1011700120,1998.4181,31.661,-64.114,160.9,2,0,8,0,3,1,15,0,0,0,0,0,4,18,1,0.025,0.01,-999,-999,-999,-999,19980602,1434
R/V Weatherbird II,BATS Core,117,CTD cast,1,22,1998-06-02,1011700122,1998.4181,31.661,-64.114,199.8,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0.004,0.004,-999,-999,-999,-999,19980602,1434
R/V Weatherbird II,BATS Core,117,CTD cast,1,24,1998-06-02,1011700124,1998.4181,31.661,-64.114,247.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.002,-999,-999,-999,-999,19980602,1434
R/V Weatherbird II,BATS Core,118,CTD cast,4,2,1998-07-07,1011800402,1998.51402,31.648,-64.141,2.9,0,10,2,0,1,1,3,0,2,0,0,0,0,10,1,0.018,0,-999,-999,-999,-999,19980707,1450
R/V Weatherbird II,BATS Core,118,CTD cast,4,4,1998-07-07,1011800404,1998.51402,31.648,-64.141,9.9,0,0,2,0,1,1,3,0,2,0,0,0,0,10,1,0.016,0,-999,-999,-999,-999,19980707,1450
R/V Weatherbird II,BATS Core,118,CTD cast,4,6,1998-07-07,1011800406,1998.51402,31.648,-64.141,19.9,1,15,13,1,4,4,17,1,6,0,0,1,2,45,4,0.085,0,-999,-999,-999,-999,19980707,1450
R/V Weatherbird II,BATS Core,118,CTD cast,4,8,1998-07-07,1011800408,1998.51402,31.648,-64.141,40.1,1,7,11,2,6,5,20,1,14,0,0,2,1,61,5,0.082,0,-999,-999,-999,-999,19980707,1450
R/V Weatherbird II,BATS Core,118,CTD cast,4,10,1998-07-07,1011800410,1998.51402,31.648,-64.141,60.3,4,129,35,4,15,7,32,2,25,0,0,2,8,128,10,0.123,0.018,-999,-999,-999,-999,19980707,1450
R/V Weatherbird II,BATS Core,118,CTD cast,4,12,1998-07-07,1011800412,1998.51402,31.648,-64.141,80.5,7,33,41,5,22,9,61,5,32,0,0,8,37,236,21,0.241,0.057,-999,-999,-999,-999,19980707,1450
R/V Weatherbird II,BATS Core,118,CTD cast,4,14,1998-07-07,1011800414,1998.51402,31.648,-64.141,100.5,18,326,75,10,60,24,83,7,35,1,0,12,150,381,43,0.284,0.237,-999,-999,-999,-999,19980707,1450
R/V Weatherbird II,BATS Core,118,CTD cast,4,16,1998-07-07,1011800416,1998.51402,31.648,-64.141,120.9,9,0,31,1,43,16,41,2,15,4,0,2,110,204,25,0.127,0.176,-999,-999,-999,-999,19980707,1450
R/V Weatherbird II,BATS Core,118,CTD cast,4,18,1998-07-07,1011800418,1998.51402,31.648,-64.141,140.1,5,0,30,2,32,9,24,1,6,1,0,1,46,108,10,0.073,0.058,-999,-999,-999,-999,19980707,1450
R/V Weatherbird II,BATS Core,118,CTD cast,4,20,1998-07-07,1011800420,1998.51402,31.648,-64.141,159.3,2,0,11,0,13,3,10,0,1,0,0,1,8,31,1,0.039,0.015,-999,-999,-999,-999,19980707,1450
R/V Weatherbird II,BATS Core,118,CTD cast,4,22,1998-07-07,1011800422,1998.51402,31.648,-64.141,200.2,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,0.008,0.004,-999,-999,-999,-999,19980707,1450
R/V Weatherbird II,BATS Core,118,CTD cast,4,24,1998-07-07,1011800424,1998.51402,31.648,-64.141,250.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.006,-999,-999,-999,-999,19980707,1450
R/V Weatherbird II,BATS Core,119,CTD cast,3,2,1998-08-11,1011900302,1998.60991,31.673,-64.211,3.7,1,0,8,1,3,2,12,0,6,0,0,1,0,34,2,0.058,0,-999,-999,-999,-999,19980811,1450
R/V Weatherbird II,BATS Core,119,CTD cast,3,4,1998-08-11,1011900304,1998.60991,31.673,-64.211,9.5,1,0,13,3,6,4,18,1,13,0,0,2,2,63,6,0.068,0.003,-999,-999,-999,-999,19980811,1450
R/V Weatherbird II,BATS Core,119,CTD cast,3,6,1998-08-11,1011900306,1998.60991,31.673,-64.211,20.6,1,0,9,2,3,2,15,0,7,0,0,1,0,40,3,0.06,0,-999,-999,-999,-999,19980811,1450
R/V Weatherbird II,BATS Core,119,CTD cast,3,8,1998-08-11,1011900308,1998.60991,31.673,-64.211,39.7,0,0,7,2,3,2,13,0,6,0,0,1,0,36,3,0.056,0,-999,-999,-999,-999,19980811,1450
R/V Weatherbird II,BATS Core,119,CTD cast,3,10,1998-08-11,1011900310,1998.60991,31.673,-64.211,59.9,3,0,31,10,13,6,30,1,19,0,0,2,6,108,7,0.123,0,-999,-999,-999,-999,19980811,1450
R/V Weatherbird II,BATS Core,119,CTD cast,3,12,1998-08-11,1011900312,1998.60991,31.673,-64.211,80.5,3,0,26,5,14,6,45,3,22,0,0,3,8,152,11,0.151,0.011,-999,-999,-999,-999,19980811,1450
R/V Weatherbird II,BATS Core,119,CTD cast,3,14,1998-08-11,1011900314,1998.60991,31.673,-64.211,100,10,0,97,13,45,16,86,11,31,0,0,9,117,349,36,0.298,0.182,-999,-999,-999,-999,19980811,1450
R/V Weatherbird II,BATS Core,119,CTD cast,3,16,1998-08-11,1011900316,1998.60991,31.673,-64.211,119.2,3,0,24,0,38,13,50,3,16,3,0,2,119,211,27,0.127,0.185,-999,-999,-999,-999,19980811,1450
R/V Weatherbird II,BATS Core,119,CTD cast,3,18,1998-08-11,1011900318,1998.60991,31.673,-64.211,140.9,2,0,9,0,13,3,17,1,1,0,0,1,7,39,3,0.058,0.012,-999,-999,-999,-999,19980811,1450
R/V Weatherbird II,BATS Core,119,CTD cast,3,20,1998-08-11,1011900320,1998.60991,31.673,-64.211,159.9,1,0,8,1,7,2,14,0,0,0,0,0,4,21,1,0.035,0.006,-999,-999,-999,-999,19980811,1450
R/V Weatherbird II,BATS Core,119,CTD cast,3,22,1998-08-11,1011900322,1998.60991,31.673,-64.211,199.7,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0.003,0.007,-999,-999,-999,-999,19980811,1450
R/V Weatherbird II,BATS Core,119,CTD cast,3,24,1998-08-11,1011900324,1998.60991,31.673,-64.211,250.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.004,-999,-999,-999,-999,19980811,1450
R/V Weatherbird II,BATS Core,120,CTD cast,3,2,1998-09-10,1012000302,1998.69221,31.549,-64.387,2.5,2,0,6,6,4,3,15,0,19,0,0,1,3,65,6,0.077,0.009,-999,-999,-999,-999,19980910,1546
R/V Weatherbird II,BATS Core,120,CTD cast,3,4,1998-09-10,1012000304,1998.69221,31.549,-64.387,10.9,1,0,9,4,4,3,14,0,19,0,0,1,1,59,5,0.075,0,-999,-999,-999,-999,19980910,1546
R/V Weatherbird II,BATS Core,120,CTD cast,3,6,1998-09-10,1012000306,1998.69221,31.549,-64.387,19.5,1,0,8,1,4,4,16,0,19,0,0,1,1,66,5,0.077,0.003,-999,-999,-999,-999,19980910,1546
R/V Weatherbird II,BATS Core,120,CTD cast,3,8,1998-09-10,1012000308,1998.69221,31.549,-64.387,40.4,1,46,11,4,5,3,18,0,21,0,0,1,4,80,7,0.073,0.006,-999,-999,-999,-999,19980910,1546
R/V Weatherbird II,BATS Core,120,CTD cast,3,10,1998-09-10,1012000310,1998.69221,31.549,-64.387,60.9,4,25,28,7,13,6,38,1,36,0,0,2,16,196,17,0.137,0.048,-999,-999,-999,-999,19980910,1546
R/V Weatherbird II,BATS Core,120,CTD cast,3,12,1998-09-10,1012000312,1998.69221,31.549,-64.387,80.8,15,0,62,6,71,28,133,12,54,0,0,12,189,576,62,0.412,0.268,-999,-999,-999,-999,19980910,1546
R/V Weatherbird II,BATS Core,120,CTD cast,3,14,1998-09-10,1012000314,1998.69221,31.549,-64.387,101.4,12,0,35,5,47,20,79,6,16,8,0,0,151,274,36,0.157,0.184,-999,-999,-999,-999,19980910,1546
R/V Weatherbird II,BATS Core,120,CTD cast,3,16,1998-09-10,1012000316,1998.69221,31.549,-64.387,120.7,5,0,20,2,19,6,34,2,4,1,0,0,53,98,12,0.054,0.063,-999,-999,-999,-999,19980910,1546
R/V Weatherbird II,BATS Core,120,CTD cast,3,18,1998-09-10,1012000318,1998.69221,31.549,-64.387,141.2,3,0,11,1,10,3,20,1,1,1,0,0,13,42,3,0.04,0.029,-999,-999,-999,-999,19980910,1546
R/V Weatherbird II,BATS Core,120,CTD cast,3,20,1998-09-10,1012000320,1998.69221,31.549,-64.387,158.6,1,0,3,0,3,1,8,0,0,0,0,0,3,13,1,0.017,0.006,-999,-999,-999,-999,19980910,1546
R/V Weatherbird II,BATS Core,120,CTD cast,3,22,1998-09-10,1012000322,1998.69221,31.549,-64.387,200.6,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0.007,0.001,-999,-999,-999,-999,19980910,1546
R/V Weatherbird II,BATS Core,120,CTD cast,3,24,1998-09-10,1012000324,1998.69221,31.549,-64.387,251.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.003,0.003,-999,-999,-999,-999,19980910,1546
R/V Weatherbird II,BATS Core,121,CTD cast,2,2,1998-10-22,1012100202,1998.80721,31.683,-64.109,3.3,1,0,9,2,5,4,13,0,23,0,0,1,3,62,6,0.073,0.012,-999,-999,-999,-999,19981022,1508
R/V Weatherbird II,BATS Core,121,CTD cast,2,4,1998-10-22,1012100204,1998.80721,31.683,-64.109,10.6,1,0,11,1,5,3,13,0,22,0,0,1,4,65,7,0.071,0.011,-999,-999,-999,-999,19981022,1508
R/V Weatherbird II,BATS Core,121,CTD cast,2,6,1998-10-22,1012100206,1998.80721,31.683,-64.109,20.2,2,21,12,2,5,3,14,0,23,0,0,1,1,66,7,0.081,0.007,-999,-999,-999,-999,19981022,1508
R/V Weatherbird II,BATS Core,121,CTD cast,2,8,1998-10-22,1012100208,1998.80721,31.683,-64.109,38.9,2,0,12,3,7,4,17,0,27,0,0,1,4,90,8,0.09,0.021,-999,-999,-999,-999,19981022,1508
R/V Weatherbird II,BATS Core,121,CTD cast,2,10,1998-10-22,1012100210,1998.80721,31.683,-64.109,60.2,6,0,33,7,17,6,42,2,41,0,0,4,18,206,19,0.146,0.057,-999,-999,-999,-999,19981022,1508
R/V Weatherbird II,BATS Core,121,CTD cast,2,12,1998-10-22,1012100212,1998.80721,31.683,-64.109,81.1,13,0,63,7,61,15,76,2,33,2,0,8,114,352,39,0.283,0.186,-999,-999,-999,-999,19981022,1508
R/V Weatherbird II,BATS Core,121,CTD cast,2,14,1998-10-22,1012100214,1998.80721,31.683,-64.109,100.7,11,0,41,6,41,11,52,2,18,4,0,2,125,238,30,0.127,0.212,-999,-999,-999,-999,19981022,1508
R/V Weatherbird II,BATS Core,121,CTD cast,2,16,1998-10-22,1012100216,1998.80721,31.683,-64.109,121,5,0,17,1,23,6,20,1,7,1,0,1,54,105,13,0.059,0.064,-999,-999,-999,-999,19981022,1508
R/V Weatherbird II,BATS Core,121,CTD cast,2,18,1998-10-22,1012100218,1998.80721,31.683,-64.109,140.7,4,0,14,1,17,3,19,1,5,2,0,0,52,83,12,0.032,0.067,-999,-999,-999,-999,19981022,1508
R/V Weatherbird II,BATS Core,121,CTD cast,2,20,1998-10-22,1012100220,1998.80721,31.683,-64.109,160.2,3,0,10,3,10,2,15,0,3,1,0,0,30,45,7,0.025,0.054,-999,-999,-999,-999,19981022,1508
R/V Weatherbird II,BATS Core,121,CTD cast,2,22,1998-10-22,1012100222,1998.80721,31.683,-64.109,251,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0.004,0.003,-999,-999,-999,-999,19981022,1508
R/V Weatherbird II,BATS Core,122,CTD cast,3,2,1998-11-17,1012200302,1998.87897,31.729,-64.152,2.7,1,0,7,0,8,3,11,0,30,0,0,1,3,76,7,0.068,0.009,-999,-999,-999,-999,19981117,1949
R/V Weatherbird II,BATS Core,122,CTD cast,3,4,1998-11-17,1012200304,1998.87897,31.729,-64.152,10.4,1,0,11,0,6,4,11,0,31,0,0,1,3,79,9,0.068,0.01,-999,-999,-999,-999,19981117,1949
R/V Weatherbird II,BATS Core,122,CTD cast,3,6,1998-11-17,1012200306,1998.87897,31.729,-64.152,19.6,1,0,11,0,6,3,11,0,27,0,0,0,4,71,7,0.059,0.014,-999,-999,-999,-999,19981117,1949
