Date,Depth,Temp,Sal,NO3,PO4
20030221,10.3,20.479,36.729,0,0
20030221,10.5,20.475,-999,-999,-999
20030221,20.5,20.356,36.715,0,0
20030221,20,20.38,-999,-999,-999
20030221,40,20.241,36.701,0,0
20030221,39.7,20.241,-999,-999,-999
20030221,60.5,20.129,36.688,0.28,0
20030221,59.5,20.13,-999,-999,-999
20030221,79.9,19.894,36.67,0.27,0
20030221,79.6,19.895,-999,-999,-999
20030221,100,19.875,36.67,0.47,0
20030221,100.3,19.874,-999,-999,-999
20030221,120.7,19.851,36.666,0.49,0
20030221,120.6,19.851,-999,-999,-999
20030221,140.7,19.791,36.656,0.67,0
20030221,140.1,19.792,-999,-999,-999
20030221,161,19.678,36.646,0.97,0
20030221,160.2,19.68,-999,-999,-999
20030221,160.1,19.696,-999,-999,-999
20030221,160.3,19.694,-999,-999,-999
20030221,250.9,18.756,36.602,3.26,0.14
20030221,250.9,18.764,-999,-999,-999
20030221,3.6,20.688,-999,-999,-999
20030221,9,20.539,-999,-999,-999
20030221,18.9,20.504,-999,-999,-999
20030221,39.4,20.356,-999,-999,-999
20030221,58.1,20.224,-999,-999,-999
20030221,80.5,20.097,-999,-999,-999
20030221,99.4,20.003,-999,-999,-999
20030221,120.4,19.902,-999,-999,-999
20030221,140.7,19.888,-999,-999,-999
20030221,160.4,19.843,-999,-999,-999
20030221,180.3,19.691,-999,-999,-999
20030221,199.1,19.445,-999,-999,-999
20030221,248.8,18.827,-999,-999,-999
20030221,298.7,18.493,-999,-999,-999
20030221,400.9,17.642,-999,-999,-999
20030221,501.1,16.853,-999,-999,-999
20030221,601.6,14.935,-999,-999,-999
20030221,1004.2,7.249,-999,-999,-999
20030222,300.2,18.486,36.575,4.1,0.19
20030222,406.2,17.631,36.466,5.56,0.3
20030222,498.9,16.799,36.327,7.2,0.43
20030222,599.9,15.118,36.029,11.22,0.7
20030222,700.5,13.056,-999,16.33,1.04
20030222,801.1,10.396,-999,21.7,1.41
20030222,905.3,8.486,-999,22.43,1.49
20030222,996.3,7.169,-999,22.33,1.51
20030222,1102,5.984,-999,20.54,1.41
20030222,1199.9,5.36,-999,19.48,1.35
20030222,1301.3,4.871,-999,18.88,1.31
20030222,1399.3,4.654,-999,18.59,1.28
20030222,1602.4,4.246,-999,18.14,1.27
20030222,1799.1,3.885,-999,17.95,1.26
20030222,2004.6,3.851,-999,18.44,1.3
20030222,2200.8,3.606,-999,18.56,1.31
20030222,2398.2,3.403,-999,18.77,1.32
20030222,2608.3,3.177,-999,18.72,1.32
20030222,3001,2.78,-999,18.2,1.3
20030222,3001.4,2.78,-999,18.2,1.31
20030222,3401.4,2.438,-999,18.17,1.31
20030222,3804.2,2.281,-999,18.8,1.35
20030222,4003.8,2.232,-999,19.32,1.4
20030222,4205.9,2.224,-999,19.65,1.42
20030225,4.1,19.78,-999,-999,-999
20030225,19.9,19.788,-999,-999,-999
20030225,39.8,19.789,-999,-999,-999
20030225,60.2,19.783,-999,-999,-999
20030226,3.9,20.234,-999,-999,-999
20030226,19.9,20.233,-999,-999,-999
20030226,38.8,20.233,-999,-999,-999
20030226,59.6,19.906,-999,-999,-999
20030304,3.7,19.621,36.636,0.61,0
20030304,4,19.62,-999,-999,-999
20030304,9.4,19.617,36.635,0.61,0
20030304,9.6,19.617,-999,-999,-999
20030304,18.9,19.607,36.634,0.61,0
20030304,18.7,19.607,-999,-999,-999
20030304,40,19.603,36.637,0.63,0
20030304,38.4,19.602,-999,-999,-999
20030304,60,19.579,36.637,0.66,0.04
20030304,60.4,19.578,-999,-999,-999
20030304,79,19.529,36.639,0.91,0
20030304,79.8,19.53,-999,-999,-999
20030304,99.4,19.472,36.64,1.04,0.04
20030304,99.5,19.472,-999,-999,-999
20030304,119.5,19.433,36.639,1.27,0.05
20030304,120.5,19.432,-999,-999,-999
20030304,139.3,19.417,36.644,1.19,0.04
20030304,138.7,19.42,-999,-999,-999
20030304,159.8,19.378,36.634,1.26,0.05
20030304,159.8,19.377,-999,-999,-999
20030304,199.1,19.317,36.637,1.32,0.05
20030304,199.4,19.318,-999,-999,-999
20030304,250.5,18.931,36.608,2.42,0.12
20030304,248.4,18.948,-999,-999,-999
20030304,3.4,19.656,-999,-999,-999
20030304,3.5,19.662,-999,-999,-999
20030304,3.3,19.658,-999,-999,-999
20030304,3.5,19.653,-999,-999,-999
20030304,3.3,19.654,-999,-999,-999
20030304,3.8,19.655,-999,-999,-999
20030304,8.4,19.661,-999,-999,-999
20030304,19.5,19.667,-999,-999,-999
20030304,38.5,19.667,-999,-999,-999
20030304,58.7,19.665,-999,-999,-999
20030304,79.5,19.615,-999,-999,-999
20030304,99.9,19.487,-999,-999,-999
20030304,119.1,19.441,-999,-999,-999
20030304,138.3,19.429,-999,-999,-999
20030304,159,19.371,-999,-999,-999
20030304,180.1,19.359,-999,-999,-999
20030304,199.8,19.297,-999,-999,-999
20030304,249.6,18.844,-999,-999,-999
20030304,299,18.38,36.559,3.91,0.2
20030304,399.7,17.572,36.454,5.49,0.29
20030304,498.8,16.72,36.318,7.25,0.41
20030304,498.5,16.723,-999,-999,-999
20030304,598.7,14.922,-999,-999,-999
20030304,999.9,6.656,-999,-999,-999
20030321,4.9,19.987,-999,0,0
20030321,4.6,19.99,-999,-999,-999
20030321,9.5,19.983,-999,0,0
20030321,10,19.984,-999,-999,-999
20030321,19.8,19.977,-999,0,0
20030321,19,19.971,-999,-999,-999
20030321,40.2,19.937,-999,0,0
20030321,40.4,19.937,-999,-999,-999
20030321,59.2,19.86,-999,0.34,0
20030321,59.7,19.86,-999,-999,-999
20030321,78.9,19.545,-999,0.73,0
20030321,78.7,19.545,-999,-999,-999
20030321,98.7,19.431,-999,1.1,0
20030321,98.4,19.432,-999,-999,-999
20030321,118.1,19.334,-999,1.38,0.05
20030321,119.3,19.316,-999,-999,-999
20030321,140.6,19.166,-999,1.4,0.06
20030321,139.7,19.165,-999,-999,-999
20030321,158.5,19.088,-999,1.4,0.06
20030321,159.8,19.086,-999,-999,-999
20030321,199.1,19.002,-999,1.98,0.08
20030321,199.4,18.999,-999,-999,-999
20030321,249.8,18.649,-999,3.82,0.18
20030321,249.1,18.648,-999,-999,-999
20030321,296.5,18.218,36.54,4.61,0.23
20030321,398.8,17.376,36.422,6.18,0.36
20030321,501.3,16.072,36.197,8.64,0.56
20030321,598.7,14.032,35.848,13.79,0.91
20030321,701.1,11.898,35.531,19.28,1.27
20030321,798.5,9.485,35.247,23.4,1.58
20030321,900.9,7.768,35.121,22.98,1.57
20030321,995,6.43,35.076,21.17,1.48
20030321,1100.7,5.547,35.051,19.72,1.39
20030321,1200.8,4.918,35.031,19.04,1.34
20030321,1301,4.623,35.019,18.5,1.32
20030321,1402.1,4.398,35.005,18.26,1.29
20030321,1599.6,4.078,34.992,18,1.29
20030321,1803.6,3.741,34.965,17.78,1.29
20030321,2001.5,3.55,34.956,17.76,1.29
20030321,2201.4,3.416,34.957,17.76,1.3
20030321,2402.1,3.259,34.957,18.1,1.32
20030321,2604.5,3.086,34.95,18.15,1.32
20030321,3002.9,2.685,34.928,18.01,1.34
20030321,3002.8,2.687,34.927,18.01,1.34
20030321,3403.3,2.383,34.908,18.2,1.34
20030321,3806.5,2.247,34.895,18.9,1.39
20030321,4002,2.222,34.892,19.32,1.41
20030321,4210.4,2.216,34.887,19.62,1.45
20030322,3.3,19.813,-999,-999,-999
20030322,4.1,19.814,-999,-999,-999
20030322,4.1,19.814,-999,-999,-999
20030322,3.4,19.813,-999,-999,-999
20030322,3.1,19.813,-999,-999,-999
20030322,3.8,19.813,-999,-999,-999
20030322,3.7,19.814,-999,-999,-999
20030322,3.6,19.814,-999,-999,-999
20030322,4.1,19.813,-999,-999,-999
20030322,3.9,19.815,-999,-999,-999
20030322,3.7,19.815,-999,-999,-999
20030322,8.3,19.818,-999,-999,-999
20030322,18.6,19.82,-999,-999,-999
20030322,39.1,19.823,-999,-999,-999
20030322,57,19.753,-999,-999,-999
20030322,78.5,19.562,-999,-999,-999
20030322,98.4,19.388,-999,-999,-999
20030322,119.2,19.327,-999,-999,-999
20030322,140.8,19.281,-999,-999,-999
20030322,159.1,19.159,-999,-999,-999
20030322,179.6,19.072,-999,-999,-999
20030322,200.5,18.968,-999,-999,-999
20030322,249.3,18.587,-999,-999,-999
20030322,301.1,18.229,-999,-999,-999
20030402,3.7,19.924,-999,-999,-999
20030402,18.7,19.878,-999,-999,-999
20030402,39.9,19.853,-999,-999,-999
20030402,60.9,19.85,-999,-999,-999
20030403,3.7,19.732,36.621,0.55,0
20030403,3.6,19.731,-999,-999,-999
20030403,9.8,19.697,36.621,0.55,0
20030403,9.7,19.727,-999,-999,-999
20030403,19.1,19.62,36.621,0.55,0
20030403,19.2,19.617,-999,-999,-999
20030403,39.9,19.597,36.621,0.54,0
20030403,40.4,19.597,-999,-999,-999
20030403,60.3,19.543,36.619,0.54,0
20030403,60.1,19.541,-999,-999,-999
20030403,79.9,19.234,36.619,1.19,0.04
20030403,79.3,19.236,-999,-999,-999
20030403,98.3,19.163,36.617,1.52,0.06
20030403,98.4,19.165,-999,-999,-999
20030403,119.5,18.987,36.586,1.66,0.07
20030403,119.4,18.987,-999,-999,-999
20030403,138.5,18.924,36.577,1.74,0.08
20030403,138.5,18.925,-999,-999,-999
20030403,159.3,18.933,36.6,2.01,0.09
20030403,158.5,18.936,-999,-999,-999
20030403,200.6,18.741,36.594,3,0.14
20030403,199.5,18.74,-999,-999,-999
20030403,250.2,18.422,36.565,3.88,0.12
20030403,250.7,18.417,-999,-999,-999
20030403,3.7,19.878,-999,-999,-999
20030403,10.2,19.829,-999,-999,-999
20030403,19.7,19.637,-999,-999,-999
20030403,38.7,19.604,-999,-999,-999
20030403,502.4,15.762,36.141,4.94,0.25
20030403,502.2,15.767,-999,-999,-999
20030403,97.3,19.16,-999,-999,-999
20030403,118.6,19.082,-999,-999,-999
20030403,138.1,18.996,-999,-999,-999
20030403,158.5,18.947,-999,-999,-999
20030403,179.6,18.874,-999,-999,-999
20030403,199.9,18.805,-999,-999,-999
20030403,251.1,18.328,-999,-999,-999
20030403,301,17.97,36.508,6.5,0.36
20030403,301.4,17.97,-999,-999,-999
20030403,396.2,17.15,36.387,9.95,0.57
20030403,396.3,17.149,-999,-999,-999
20030403,59.4,19.591,-999,-999,-999
20030403,78.9,19.299,-999,-999,-999
20030422,3.6,21.504,36.573,0,0
20030422,5.4,21.5,36.574,0,0
20030422,10.4,21.494,36.574,0,0
20030422,15,21.495,36.576,0,0
20030422,20.3,21.492,36.574,0,0
20030422,25.2,21.487,36.575,0,0
20030422,30.4,21.29,36.593,0,0
20030422,34,20.793,36.626,0,0
20030422,39.6,20.272,36.651,0,0
20030422,50,20.041,36.651,0,0
20030422,59.1,19.795,-999,-999,-999
20030422,68.9,19.608,36.622,0,0
20030422,79.8,19.478,36.631,0.46,0
20030422,91.7,19.29,36.61,0.46,0
20030422,100.1,19.208,36.594,0.39,0
20030422,120.8,19.145,36.595,0.88,0
20030422,140.4,19.054,36.608,1.81,0.07
20030422,160.6,18.962,36.596,1.67,0.08
20030422,200.1,18.841,36.59,1.74,0.08
20030422,250.2,18.647,36.588,3.46,0.13
20030422,299.7,18.29,36.552,4.38,0.18
20030422,402.8,17.466,36.439,5.96,0.28
20030422,3.7,21.771,36.587,0,0
20030422,3.8,21.752,-999,-999,-999
20030422,10,21.531,36.572,0,0
20030422,10.2,21.532,-999,-999,-999
20030422,21,21.489,36.572,0,0
20030422,20.7,21.489,-999,-999,-999
20030422,41,20.131,36.632,0,0
20030422,40.1,20.148,-999,-999,-999
20030422,60,19.68,36.659,0.41,0
20030422,60.4,19.676,-999,-999,-999
20030422,80.3,19.201,36.594,0.4,0
20030422,80.9,19.199,-999,-999,-999
20030422,99.6,19.237,36.618,1.2,0.04
20030422,99.7,19.234,-999,-999,-999
20030422,119.5,19.108,36.602,1.24,0.04
20030422,119.8,19.109,-999,-999,-999
20030422,139.8,19.03,36.606,1.89,0.07
20030422,139.7,19.028,-999,-999,-999
20030422,161,18.934,36.599,1.67,0.06
20030422,161.2,18.934,-999,-999,-999
20030422,201.7,18.813,36.588,1.77,0.06
20030422,201.2,18.813,-999,-999,-999
20030422,250.7,18.607,-999,-999,-999
20030422,250.7,18.604,36.585,3.61,0.14
20030422,4,21.854,-999,-999,-999
20030422,10.2,21.644,-999,-999,-999
20030422,20.2,21.532,-999,-999,-999
20030422,40.5,20.14,-999,-999,-999
20030422,59.2,19.852,-999,-999,-999
20030422,80.9,19.453,-999,-999,-999
20030422,100.7,19.211,-999,-999,-999
20030422,120.9,19.278,-999,-999,-999
20030422,141.8,19.131,-999,-999,-999
20030422,159.5,18.995,-999,-999,-999
20030422,181.3,18.89,-999,-999,-999
20030422,200.4,18.868,-999,-999,-999
20030422,251.4,18.654,-999,-999,-999
20030422,302.9,18.267,-999,-999,-999
20030422,400.4,17.523,-999,-999,-999
20030422,499.6,16.498,-999,-999,-999
20030422,600.7,14.594,-999,-999,-999
20030422,999.9,6.579,-999,-999,-999
20030423,300.3,18.361,36.559,-999,-999
20030423,400.4,17.507,36.443,3.19,0.34
20030423,500.1,16.34,36.245,5.38,0.47
20030423,600.3,14.312,35.896,8.55,0.74
20030423,700.7,12.276,35.602,14.59,1.03
20030423,800,9.838,35.302,18.67,1.36
20030423,901.5,7.886,35.142,22.1,1.45
20030423,1001.9,6.521,35.105,22.63,1.37
20030423,1105.1,5.802,35.104,21.67,1.34
20030423,1200.7,5.408,35.086,20.55,1.25
20030423,1295.8,4.97,35.061,19.96,1.26
20030423,1401.5,4.454,35.002,19.3,1.1
20030423,1600.8,4.122,34.99,15.97,1.22
20030423,1802.1,3.792,34.966,18.69,1.21
20030423,2001.5,3.588,34.957,18.53,1.11
20030423,2200.4,3.439,34.958,18.5,1.2
20030423,2400.5,3.376,34.977,18.63,1.25
20030423,2604.6,3.187,34.961,18.69,1.29
20030423,3002.6,2.759,34.933,19.23,1.26
20030423,3003.7,2.759,34.932,18.91,1.23
20030423,3404,2.455,34.913,18.88,1.27
20030423,3803.5,2.301,34.9,18.86,1.31
20030423,4004.1,2.257,34.894,19.23,1.34
20030423,4209,2.237,34.891,19.51,1.03
20030423,4.5,21.628,-999,-999,-999
20030423,4.3,21.638,-999,-999,-999
20030423,4.2,21.638,-999,-999,-999
20030423,4.2,21.639,-999,-999,-999
20030423,4.3,21.634,-999,-999,-999
20030423,4.2,21.631,-999,-999,-999
20030423,4.5,21.63,-999,-999,-999
20030423,4.4,21.632,-999,-999,-999
20030423,4.4,21.624,-999,-999,-999
20030423,4.4,21.623,-999,-999,-999
20030423,4.2,21.613,-999,-999,-999
20030423,4.2,21.62,-999,-999,-999
20030423,4.4,21.619,-999,-999,-999
20030423,4.3,21.62,-999,-999,-999
20030423,4.1,21.614,-999,-999,-999
20030423,4.3,21.612,-999,-999,-999
20030423,4.2,21.609,-999,-999,-999
20030423,4.2,21.609,-999,-999,-999
20030423,4.4,21.609,-999,-999,-999
20030423,4.4,21.608,-999,-999,-999
20030423,4,21.623,-999,-999,-999
20030423,4.4,21.618,-999,-999,-999
20030423,4.5,21.62,-999,-999,-999
20030423,4.5,21.616,-999,-999,-999
20030425,3.1,20.896,-999,-999,-999
20030425,20.6,20.787,-999,-999,-999
20030425,40.6,20.145,-999,-999,-999
20030425,60.1,19.457,-999,-999,-999
20030426,3.7,20.381,-999,-999,-999
20030426,19.3,20.359,-999,-999,-999
20030426,40.6,19.861,-999,-999,-999
20030426,60.3,19.445,-999,-999,-999
20030519,4.4,22.949,-999,-999,-999
20030519,19.8,22.927,-999,-999,-999
20030519,40.7,22.9,-999,-999,-999
20030519,59.5,21.219,-999,-999,-999
20030519,301.1,18.306,36.553,3.18,0.26
20030519,399.9,17.603,36.459,5.02,0.33
20030519,500,16.812,36.332,6.85,0.41
20030519,602.1,15.042,-999,12.39,0.66
20030519,699,12.913,35.68,17.84,0.98
20030519,800.9,10.578,35.374,21.58,1.29
20030519,900,8.384,35.168,22.53,1.4
20030519,1002.8,6.753,35.099,21.43,1.41
20030519,1103.1,5.759,35.073,20.39,1.34
20030519,1201.8,5.18,35.054,19.65,1.25
20030519,1301.4,4.736,35.027,19.25,1.25
20030519,1400.2,4.442,35.008,19.01,1.24
20030519,1600,4.015,34.975,18.71,1.25
20030519,1802.7,3.719,34.957,18.61,1.24
20030519,2004.6,3.568,34.952,18.52,1.24
20030519,2203,3.439,34.956,18.64,1.26
20030519,2402.5,3.382,34.973,19.13,1.29
20030519,2602.9,3.142,34.954,18.83,1.27
20030519,3005.2,2.732,34.931,18.83,1.29
20030519,3004.1,2.733,34.93,18.83,1.29
20030519,3405.5,2.406,34.912,18.91,1.28
20030519,3806.4,2.271,34.898,19.37,1.32
20030519,4005,2.242,34.893,19.59,1.33
20030519,4209.1,2.229,34.89,19.86,1.38
20030520,3.7,22.698,36.677,0,0
20030520,4.1,22.698,-999,-999,-999
20030520,10.9,22.7,36.676,0,0
20030520,10.8,22.7,-999,-999,-999
20030520,20,22.705,36.677,0,0
20030520,19.3,22.705,-999,-999,-999
20030520,41,22.709,36.678,0,0
20030520,40.9,22.709,-999,-999,-999
20030520,59.2,21.363,36.711,0,0
20030520,60,21.355,-999,-999,-999
20030520,81.2,20.536,36.645,0,0
20030520,80.1,20.559,-999,-999,-999
20030520,100.3,19.926,36.647,0,0
20030520,99.6,19.925,-999,-999,-999
20030520,119.9,19.67,36.647,0.79,0
20030520,120.2,19.666,-999,-999,-999
20030520,142,19.366,36.629,1.35,0.04
20030520,140.9,19.403,-999,-999,-999
20030520,161.1,19.152,36.616,1.67,0.05
20030520,160.7,19.149,-999,-999,-999
20030520,199.2,18.955,36.602,1.95,0.06
20030520,200.5,18.955,-999,-999,-999
20030520,250.3,18.657,36.593,3.38,0.12
20030520,251.4,18.65,-999,-999,-999
20030520,3.4,22.746,36.667,0,0
20030520,9.2,22.748,36.667,0,0
20030520,19.6,22.767,36.678,0,0
20030520,23.3,22.765,36.68,0,0
20030520,30.7,22.767,36.681,0,0
20030520,33.3,22.763,36.682,0,0
20030520,40,22.742,36.683,0,0
20030520,50.7,21.79,36.696,0,0
20030520,59.8,20.714,36.576,0,0
20030520,69,20.492,36.564,0,0
20030520,83.7,20.504,36.641,0,0
20030520,88.9,20.295,36.676,0,0
20030520,99.7,19.797,36.643,0.63,0
20030520,122.4,19.577,36.634,1.12,0
20030520,138,19.396,36.629,1.36,0
20030520,158.2,19.236,36.617,1.52,0.06
20030520,179.4,19.127,-999,-999,-999
20030520,201,18.967,36.616,2.27,0.09
20030520,252.3,18.615,36.588,3.41,0.08
20030520,295.6,18.296,36.553,4.14,0.14
20030520,401.4,17.531,36.451,5.51,0.26
20030520,503.2,16.606,-999,-999,-999
20030520,599.3,15.05,-999,-999,-999
20030520,1002.2,6.755,-999,-999,-999
20030522,3.5,22.225,-999,-999,-999
20030522,20.3,22.155,-999,-999,-999
20030522,40,21.083,-999,-999,-999
20030522,59.9,20.142,-999,-999,-999
20030522,3.9,22.934,-999,-999,-999
20030522,4,22.935,-999,-999,-999
20030522,4,22.934,-999,-999,-999
20030522,3.8,22.935,-999,-999,-999
20030522,4.2,22.936,-999,-999,-999
20030522,3.6,22.933,-999,-999,-999
20030522,4.2,22.933,-999,-999,-999
20030522,4.1,22.932,-999,-999,-999
20030523,3.9,23.116,-999,-999,-999
20030523,4.1,23.118,-999,-999,-999
20030523,4.1,23.112,-999,-999,-999
20030523,3.9,23.113,-999,-999,-999
20030523,4,23.114,-999,-999,-999
20030523,4,23.112,-999,-999,-999
20030523,4,23.111,-999,-999,-999
20030523,3.7,23.111,-999,-999,-999
20030523,3.9,23.111,-999,-999,-999
20030523,4.4,23.109,-999,-999,-999
20030523,3.9,23.113,-999,-999,-999
20030523,4.1,23.113,-999,-999,-999
20030523,4,23.114,-999,-999,-999
20030523,4.1,23.114,-999,-999,-999
20030523,3.7,23.114,-999,-999,-999
20030523,3.7,23.114,-999,-999,-999
20030523,3.5,23.113,-999,-999,-999
20030523,4.1,23.114,-999,-999,-999
20030523,3.9,23.114,-999,-999,-999
20030523,3.7,23.114,-999,-999,-999
20030523,3.7,23.113,-999,-999,-999
20030704,3.3,26.758,36.394,0,0
20030704,3.5,26.761,-999,-999,-999
20030704,9.9,26.605,36.395,0,0
20030704,9.8,26.605,-999,-999,-999
20030704,19.3,26.417,36.403,0,0
20030704,19.2,26.432,-999,-999,-999
20030704,39.5,23.069,36.544,0,0
20030704,39.7,23.07,-999,-999,-999
20030704,60.1,20.76,36.62,0,0
20030704,60,20.757,-999,-999,-999
20030704,80.2,19.714,36.602,0,0
20030704,80.2,19.723,-999,-999,-999
20030704,98.8,19.342,36.599,0,0
20030704,99,19.343,-999,-999,-999
20030704,119.9,19.07,36.594,0.79,0
20030704,119.5,19.077,-999,-999,-999
20030704,139.9,18.908,36.59,2.09,0
20030704,140.2,18.904,-999,-999,-999
20030704,159.8,18.79,36.587,2.42,0
20030704,159.8,18.79,-999,-999,-999
20030704,201.4,18.58,36.58,3.01,0.06
20030704,201,18.581,-999,-999,-999
20030704,250,18.309,-999,-999,-999
20030704,250.1,18.309,36.552,3.71,0.09
20030704,3.3,26.957,-999,-999,-999
20030704,9.6,26.659,-999,-999,-999
20030704,19.8,26.095,-999,-999,-999
20030704,40.1,22.803,-999,-999,-999
20030704,59.8,20.615,36.619,-999,-999
20030704,80.3,19.718,36.605,-999,-999
20030704,99.6,19.261,36.596,-999,-999
20030704,120.6,18.988,-999,-999,-999
20030704,139.5,18.881,-999,-999,-999
20030704,159.6,18.783,-999,-999,-999
20030704,180.2,18.71,-999,-999,-999
20030704,200.2,18.627,36.576,-999,-999
20030704,252.3,18.281,-999,-999,-999
20030704,252.5,18.281,-999,-999,-999
20030704,252.4,18.281,-999,-999,-999
20030704,252.2,18.281,-999,-999,-999
20030704,252.6,18.282,-999,-999,-999
20030704,252.4,18.281,-999,-999,-999
20030704,252.4,18.28,-999,-999,-999
20030704,299.2,17.89,-999,-999,-999
20030704,401.5,16.964,-999,-999,-999
20030704,502.5,15.703,-999,-999,-999
20030704,601.6,13.749,-999,-999,-999
20030704,1001.9,6.276,-999,-999,-999
20030705,299.8,17.874,36.492,4.49,0.28
20030705,398.8,17.109,36.382,5.71,0.34
20030705,500.4,15.772,36.153,9.23,0.49
20030705,601.1,13.837,35.82,15.24,0.76
20030705,700.1,11.517,35.484,19.97,1.15
20030705,801,8.988,35.21,22.34,1.42
20030705,900.8,7.399,35.151,21.29,1.38
20030705,1001.9,6.334,35.107,20.5,1.33
20030705,1100.5,5.502,35.071,19.73,1.29
20030705,1201.5,4.931,35.028,19.34,1.26
20030705,1301.2,4.633,35.016,19,1.23
20030705,1402.5,4.368,34.999,18.85,1.23
20030705,1602.3,3.973,34.969,18.67,1.2
20030705,1802.4,3.724,34.956,18.58,1.22
20030705,2001.3,3.524,34.951,18.58,1.22
20030705,2201.5,3.381,-999,18.77,1.25
20030705,2405.7,3.232,-999,18.92,1.25
20030705,2608.5,3.029,-999,18.98,1.27
20030705,3006.7,2.637,-999,18.84,1.25
20030705,3006,2.636,34.925,18.89,1.25
20030705,3396.5,2.362,34.905,19.08,1.28
20030705,3806.8,2.226,34.892,19.61,1.35
20030705,4004.2,2.204,34.887,19.88,1.34
20030705,4205.1,2.207,34.885,20.11,1.38
20030705,2.3,27.138,-999,-999,-999
20030705,2.2,27.113,-999,-999,-999
20030705,2.4,27.098,-999,-999,-999
20030705,2.3,27.099,-999,-999,-999
20030705,2.4,27.097,-999,-999,-999
20030705,2.3,27.099,-999,-999,-999
20030705,19.8,26.4,-999,-999,-999
20030705,39.8,23.599,-999,-999,-999
20030705,59.7,20.407,-999,-999,-999
20030706,3,26.594,-999,-999,-999
20030706,3,26.622,-999,-999,-999
20030706,2.9,26.614,-999,-999,-999
20030706,2.9,26.518,-999,-999,-999
20030706,3.2,26.615,-999,-999,-999
20030706,2.9,26.622,-999,-999,-999
20030706,2.7,26.631,-999,-999,-999
20030706,19.9,24.588,-999,-999,-999
20030706,39.1,22.441,-999,-999,-999
20030706,59.9,21.119,-999,-999,-999
20030706,251.7,18.534,-999,-999,-999
20030706,251.5,18.537,-999,-999,-999
20030706,252,18.534,-999,-999,-999
20030706,252.4,18.535,-999,-999,-999
20030706,251.3,18.539,-999,-999,-999
20030706,251.7,18.538,-999,-999,-999
20030706,252.2,18.537,-999,-999,-999
20030706,3.5,26.617,-999,-999,-999
20030706,3.4,26.612,-999,-999,-999
20030706,3.6,26.62,-999,-999,-999
20030706,3.5,26.623,-999,-999,-999
20030706,3.4,26.625,-999,-999,-999
20030706,3.4,26.632,-999,-999,-999
20030706,3.7,26.623,-999,-999,-999
20030706,3.4,26.621,-999,-999,-999
20030706,19.2,24.856,-999,-999,-999
20030706,300.7,18.343,-999,-999,-999
20030706,300.8,18.343,-999,-999,-999
20030706,300.6,18.344,-999,-999,-999
20030706,301,18.343,-999,-999,-999
20030706,300.5,18.343,-999,-999,-999
20030706,300.7,18.342,-999,-999,-999
20030706,300.7,18.342,-999,-999,-999
20030714,3.1,27.132,-999,-999,-999
20030714,3.1,27.125,-999,-999,-999
20030714,3.1,27.145,-999,-999,-999
20030714,3,27.166,-999,-999,-999
20030714,3.1,27.16,-999,-999,-999
20030714,3.1,27.163,-999,-999,-999
20030714,3.1,27.161,-999,-999,-999
20030714,3,27.161,-999,-999,-999
20030714,3.1,27.168,-999,-999,-999
20030714,3,27.148,-999,-999,-999
20030714,3.1,27.142,-999,-999,-999
20030714,2.9,27.141,-999,-999,-999
20030714,3,27.14,-999,-999,-999
20030714,3.3,27.112,-999,-999,-999
20030714,3.3,27.16,-999,-999,-999
20030714,3,27.143,-999,-999,-999
20030714,3.2,27.138,-999,-999,-999
20030714,3.2,27.094,-999,-999,-999
20030714,2.9,27.146,-999,-999,-999
20030714,3,27.143,-999,-999,-999
20030714,3,27.143,-999,-999,-999
20030714,20.4,26.667,-999,-999,-999
20030714,40.8,22.168,-999,-999,-999
20030714,60.7,20.427,-999,-999,-999
20030715,2.8,27.831,36.451,-999,-999
20030715,2.9,27.829,-999,-999,-999
20030715,10,27.686,36.45,-999,-999
20030715,10.1,27.685,-999,-999,-999
20030715,20.2,26.475,36.43,0,0
20030715,20.3,26.218,-999,-999,-999
20030715,40.1,23.421,36.54,0,0
20030715,40.2,23.382,-999,-999,-999
20030715,59.5,20.731,36.571,0,0
20030715,59.4,20.717,-999,-999,-999
20030715,79.8,19.326,36.581,0,0
20030715,79.7,19.33,-999,-999,-999
20030715,100,18.98,36.563,0,0
20030715,100.2,18.979,-999,-999,-999
20030715,120.5,18.815,36.557,0.55,0
20030715,120.8,18.814,-999,-999,-999
20030715,141,18.749,36.555,1.35,0
20030715,141,18.749,-999,-999,-999
20030715,162.1,18.731,36.569,1.89,0
20030715,162.3,18.73,-999,-999,-999
20030715,200.2,18.606,36.573,2.38,0.05
20030715,200.1,18.607,-999,-999,-999
20030715,250.1,17.998,36.509,5.11,0.18
20030715,250.1,17.996,-999,-999,-999
20030715,4,28.331,-999,-999,-999
20030715,9.6,27.745,-999,-999,-999
20030715,19.5,27.378,-999,-999,-999
20030715,39.1,23.44,-999,-999,-999
20030715,59.5,20.561,-999,-999,-999
20030715,79.7,19.528,-999,-999,-999
20030715,100.9,19.029,-999,-999,-999
20030715,119.3,18.834,-999,-999,-999
20030715,140.4,18.735,-999,-999,-999
20030715,161.9,18.727,-999,-999,-999
20030715,180.1,18.685,-999,-999,-999
20030715,199.3,18.58,-999,-999,-999
20030715,250.1,17.947,-999,-999,-999
20030715,301,17.442,-999,-999,-999
20030715,401.8,16.44,-999,-999,-999
20030715,501.6,15.08,-999,-999,-999
20030715,600.9,12.931,-999,-999,-999
